user_id,product_id,event_type,dwell_time,session_id,timestamp
USER_006,PROD_0002,try_ar,73,SESSION_0042,2026-09-01T15:08:15.174230
USER_024,PROD_0001,completed,27,SESSION_0020,2026-09-01T15:10:15.174230
USER_002,PROD_0010,browse_products,120,SESSION_0040,2026-09-01T15:42:15.174230
USER_022,PROD_0018,try_ar,111,SESSION_0023,2026-09-01T15:42:15.174230
USER_018,PROD_0005,landing,64,SESSION_0022,2026-09-01T16:13:15.174230
USER_029,PROD_0009,browse_products,117,SESSION_0028,2026-09-01T16:21:15.174230
USER_025,PROD_0020,try_ar,91,SESSION_0028,2026-09-01T16:21:15.174230
USER_019,PROD_0010,try_ar,54,SESSION_0012,2026-09-01T16:38:15.174230
USER_012,PROD_0016,try_ar,42,SESSION_0023,2026-09-01T17:32:15.174230
USER_023,PROD_0012,browse_products,4,SESSION_0021,2026-09-01T17:37:15.174230
